language,text,Anger,Disgust,Fear,Joy,Sadness,Surprise
Tigrinya,ትግራይ እንታይ ዝተፈለየ ጠመተ ርኢና ንተመዛበልቲ ምዕ?,0,0,0,0,0,0
Tigrinya,ንተመዛበልቲ ምዕ ትግራይ እንታይ ዝተፈለየ ጠመተ ርኢና እንታይ?,0,0,0,0,0,0
Tigrinya,ትግራይ እንታይ ዝተፈለየ ጠመተ ርኢና ንተመዛበልቲ ምዕ እንታይ?,0,0,0,0,0,0
Tigrinya,ንተመዛበልቲ ምዕ ትግራይ እንታይ ዝተፈለየ ጠመተ ርኢና እንታይ እንታይ?,0,0,0,0,0,0
Tigrinya,እዞም ቆንዳፋት ህግደፍሲኪ ፈለው አይትበሉኒ! እሱኹምን ብሩህ መጻኢ ድዬም ጸልማት መጻኢ ሓደዩ ዕላማኹም አኸለ!,0,1,0,0,0,0
Tigrinya,እዚ ድእ ካብ ናይ ወያነ ውዱብ እንታይ ይፈልዮ ጸልማት መጻኢ ብሓቂ ተቃምምቃም እንታይ ተቃምምቃም ተቃምምቃም ተቃምምቃም ተቃምምቃም ተቃምምቃም ተቃምምቃም ተቃምምቃም ተቃምምቃም ተቃምምቃም ተቃምምቃም ተቃምምቃም ተቃምምቃም ተቃምምቃም ተቃምምቃም ተቃምምቃም ተቃምምቃም ተቃምምቃም ተቃምምቃም ተቃምምቃም ተቃምምቃም ተቃምምቃም ተቃምምቃም ተቃምምቃም ተቃምምቃም ተቃምም,0,1,0,0,0,0
Tigrinya,ትግራይ ሃራ ዝወጽእ አብ መቓብር ተኻረይቲ TPLF ስብሃታዉያን አድዋታት ጥራህ እዩ እቶም ስብሃታዉያን ባንዳ አድዉታት አብስልጣን ከለዉ ህዝቢ ትግራይ ፈጺሙ ሰላም ክረክብ ኧykእልን እዩ,0,1,0,0,0,0
Tigrinya,ወዲ ጁንታ ጽንዓት በተለያዩ ተሃብኩም,0,1,0,0,0,0
Tigrinya,ወዲ ጁንታ ጽንዓት በተሃብኩም ተለያዩ,0,1,0,0,0,0
Tigrinya,እንተተዛረበ ቃላትኩም ምእንቲ ልክ ምእንቲ ልክ ኣብ ቃና ድምጽኹም ይስማዕን ኣብ ገጽኩም ይርኤን ኣሎ ሰላም ይሕሸኩም ብረትኩም ኣውርዱ ምእንቲ ውሑዳት ሓለፍቲ ወያነ ክትብሉ ህይወትኩምን ህይወት ህዝብኹም ኣይትለክ,0,1,0,0,0,0
Tigrinya,እንደ ክብርን ሞጎስን ንናይ ሎምን ትማልን ጀጋኑ ስውኣትና!? 11ለካቲት,0,0,0,0,1,0
Tigrinya,ክብርን ሞጎስን ንናይ ሎምን ትማልን ጀጋኑ ስውኣትና!? 11ለካቲት,0,0,0,0,1,0
Tigrinya,እንደ ሞጎስን ንናይ ሎምን ትማልን ጀጋኑ ስውኣትና!? 11ለካቲት,0,0,0,0,1,0
Tigrinya,ክብርን ሞጎስን ንናይ ሎምን ትማልን ጀጋኑ ስውኣትና!? 11ለካቲት,0,0,0,0,1,0
Tigrinya,እንደ ሞጎስን ንናይ ሎምን ትማልን ጀጋኑ ስውኣትና!? 11ለካቲት,0,0,0,0,1,0
Tigrinya,እግዚኣቢሄ ምሳኩም ይኩም ኣጆኩም ዓወት ናትኩም እያ,0,0,0,0,0,0
Tigrinya,አብዪ ግዜን ገንዘብን ልምርካብ እዩእምበር ሰላም አይደልን,0,1,0,0,0,0
Tigrinya,አብዪ ግዜን ልምርካብ እዩእምበር ሰላም አይደልን,0,1,0,0,0,0
Tigrinya,ኣብ ምስክ ምስክ ኣብ ኣብልጣን ኣብ ኣብልጣን ኣብ ኣብልጣን ኣብ ኣብልጣን ኣብ ኣብልጣን ኣብ ኣብልጣን ኣብ ኣብልጣን ኣብ ኣብልጣን ኣብ ኣብልጣን ኣብ ኣብልጣን ኣብ ኣብልጣን ኣብ ኣብልጣን ኣብ ኣብልጣን ኣብ ኣብልጣን ኣብ ኣብልጣን ኣብ ኣብልጣን ኣብ ኣብልጣን ኣብ ኣብልጣን ኣብ ኣብልጣን ኣብ ኣብልጣን ኣብ ኣብልጣን ኣብ ኣብልጣን ኣብ ኣብልጣን ኣብ ኣብልጣን ኣብ ኣብል,1,0,0,0,0,0
Tigrinya,ሰብኣብ DM ሃንደበት መጺእካ ስግንጢር ዝኾነ ባህርይ ተርኢስለዘለካ ኣይፈተኽዎን ናብ ፓብሊክ ትዊተር ተመለስሲ እንተበልካዮ ኣብ ፓብሊክ ትዊተር መጺኡ ጸሪ ፉካ ድሕሪኡ ብሎክ,0,0,0,0,0,0
Tigrinya,ኩፉአት መሸከል ንዓካ ድአ መን ክምርዓወካ ወዲዛ ተካሊት አብ ትግራይ ናይ ሞት ፍርዲ ክዋሃቦም አለዎብስቅላት አብ ቅድሚ ዝደፈራ ሐፍተይ አደይ ይቀተሉ ዞም ሕሱራት ሐጸብቲ ማዓኮር ጥልያን,0,1,0,0,0,0
Tigrinya,ምቑላፍ መልሓስ ህጻናት ማዕረ ክንደይ ሓደገኛ እዩ?,0,0,0,0,0,0
Tigrinya,አብ ስደት እናነበረ ባሕሉ ወግዑን ዘይርስዕ ብዑዑውን ዝሑገስ ህዝቢ ዝገርም እዩ አውርስ ተምቤን ዓብየዓዲ Tigray Tigrai KolaTembien DeguaTmbien,0,0,0,1,0,0
Tigrinya,ኣይትጋጅ እልሳ ንህዝቢ ይመርሖ ዘይኮነ ዘሎስ ይረግጾ እዩ ዘሎ እናሞተ ሞት ዝፈርሕ ህዝቢ ረኪቡ,0,1,0,0,0,0
Tigrinya,ኣቲዋዕሮ ኣለኺ ብሂወት እንታይ ይሳኣኖ ፈጣሪ እንኳዕ ብሰላም ተመለስኪ,0,0,0,1,0,0
Tigrinya,ኣብ ኲናት ዘይውዓለ በልሕ ድዩ ዝብሃል ኣቱም ደቀይ ኣብ ዝሙቹ ቦታ ተንደላቅቅና እናነበርና ምስ ሓዊ እናተፈተነ ዘሎ ሓይሊ ምዝንጣልስ ዓገብ እዚ ዘሎ ኩነታት ዘይረኣየኩም ስለ ዘሎ ድዩ ኣብኡ ኮፋ ኣቡሎም ከፅንሕሎም ደልኩም ዋእ,1,0,0,0,0,0
Tigrinya,ናተንስያ ንሓማተን ዶ በሉ ዘይንስካን ዶ.ር ሃይለን ብመን ሳምባ ከምትትትንፍሱ እናፈለጥና እቶም ብወፍሪ ዘመተ ተካይዱሎም ውልቀ ሰባት አባላት ህ.ው.ሐ.ት አይከከከኾኑን ድዬም,1,0,0,0,0,0
Tigrinya,ምስ አባልን ኣመራርሓን ማሕበር ድሕንነትን ፍትሕን ንተጋሩ ዶር ሙሉጌታ ገሄ ምስ አባልን ኣመራርሓን ማሕበር ድሕንነትን ፍትሕን ንተጋሩ ዶር ሙሉጌታ ገሄ,0,0,0,0,0,0
Tigrinya,እቲ ዘገርምን ዘሕዝንን ንምንታይ ኣብ ዘይምልከተኩም ጦብሎቕ ጦብሎቕ ጦብሎቕ ናይ ኤርትራውያን ትዊተተር እዩ ሕጂ ዉን እዚ ወለዶ እስቲህናይ ከብለኩም እዪ እንደሚልከተኩም ኣብ እንተርትራውያን ትዊተተር እዩ ሕጂ ዉን እዚ ወለዶ እስቲህናይ ከብለኩም እዪ እንደሚልከተኩም ኣብ እንተርትራውያ,0,0,0,0,0,1
Tigrinya,ኣብስንያ ባንክ ናየ ቀዳማይ ፈጣን ኣገልግሎት ኣብስንያ ባንክ ናየ ቀዳማይ ፈጣን ኣገልግሎት ኣብስንያ ባንክ ናየ ቀዳማይ ፈጣን ኣገልግሎት ኣብስንያ ባንክ ናየ ቀዳማይ ፈጣን ኣገልግሎት ኣብስንያ ባንክ ናየ ቀዳማይ ፈጣን ኣገልግሎት ኣብስንያ ባንክ ናየ ቀዳማይ ፈጣን ኣገልግሎት ኣብስንያ ባንክ ናየ ቀዳማይ ፈጣን ኣገልግሎት ኣብስንያ ባንክ ናየ ቀዳማይ ፈጣን ኣገልግሎት ኣብስንያ ባንክ ናየ ቀዳማይ ፈ,0,0,0,1,0,0
Tigrinya,ንአረጊት ከተድሕን እንደምንካልኦት ምጥፋእ?,1,0,0,0,0,0
Tigrinya,ንአረጊት ከተድሕን እንደምንካልኦት ምጥፋእ እንደምንካልኦት ምጥፋእ?,1,0,0,0,0,0
Tigrinya,ኣፍኮን፡ ተጻወትቲ ኣይቮሪኮስትን ናይጀርያን ሽልማት ገዛን ገንዘብን ተበርኪቱሎም,0,0,0,0,0,0
Tigrinya,ኣንታ ተሰተሩንዶ። ካንዶ መሕፈሪትኩም የላን እንደሚሰተሩንዶ።,0,1,0,0,0,0
Tigrinya,ናይ ዐድካ ግበር ሕጅውን እሰያስ ድቃላ ኢድ አለዎ ውሻ ንጉስካ ገዳይ ነው ንህዝቢ ኤረትራ አይገደፈን እሰያስ ምስኡ ዝበልዑ ንሀገር ዝሰርሑ ኤረትራውያን ዝቀተለ እሰያስ በላዒ ሰብ እሰያስ በላዒ ሰብ እሰያስ በላዒ ሰብ እሰያስ በላዒ ሰብ እሰያስ በላዒ ሰብ እሰያስ በላዒ ሰብ እ,0,1,0,0,0,0
Tigrinya,ኣብ ኤርትራውያን በብዓድና ተኣኪብና ገንዘብ ኣዋጺእና ነ,0,0,0,0,0,0
Tigrinya,ንስኻ ኸኣ ሓዘን ተዘኻኽር ኣውያት ተዘኻኽር ተስተማስል,1,0,0,0,0,0
Tigrinya,ኣይይይ በዓል ርእሲ እምኒ ደኣ ታይ ትዊተር ኣፍሊጥኩም😂 ንዓኹም እምኒ ክትድርብዩ ጥራይ ኢዩ ዘጸብቀልኩም😆,0,1,0,0,0,0
Tigrinya,ኣብ ኲናት ትግራይ ዝተሳተፉ ወተሃደራት ኢትዮጵያ ኣብ ዓቃቢ ሰላም ከይዋፈሩ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓቲቱ ተሓ,0,0,0,0,0,0
Tigrinya,ከልቢ ናብ ትፋኡ ኸም ዚምለስ፡ ዓሻ ኸምኡ ንዕሽነቱ ይደጋግሞ።,0,1,0,0,0,0
Tigrinya,ማርያምን ታይ ኮይነ ግን ብንብዓት ጀሚረ ወዲአያ ክነብር ኢና ትምኒተይ ጓልነይ ዋዕሮ እንደምን ታይ ኮይነ ግን ብንብዓት ጀሚረ ወዲአያ ክነብር ኢና ትምኒተይ ጓልነይ ዋዕሮ እንደምን ታይ ኮይነ ግን ብንብዓት ጀሚረ ወዲአያ ክነብር ኢና ትምኒተይ ጓልነይ ዋዕሮ እንደምን ታይ ኮይነ ግን ብንብዓት ጀሚረ ወዲአያ ክነብር ኢና ትምኒተይ ጓልነይ ዋዕሮ እንደምን ታይ ኮይነ ግን ብንብ,0,0,0,0,1,0
Tigrinya,አይዞኪ ማዓረይ ፀላኢኪ ይምባዕ ተመስገን እዩ ዝበሃል እንኮዕ ካብ ሞት ተረፍኪ,0,0,0,0,1,0
Tigrinya,ሓይልኹም ሓይሊ ሓጺን ኣምላኽ ሰጋረይ ይግበሮን,0,0,0,0,0,0
Tigrinya,ሓይልኹም ሓይሊ ሓጺን ኣምላኽ ሰጋረይ ይግበረን,0,0,0,0,0,0
Tigrinya,ሰላምኩም ተረቢሹ ብኣኹም ህዝቢ ሀ ሰብ ብኣኹም ተረቢሹ ጸረ ሰላም ዝኾንኩም ህዝቢ,0,1,0,0,0,0
Tigrinya,ህዝቢ ሀ ሰብ ብኣኹም ተረቢሹ ጸረ ሰላም ዝኾንኩም ህዝቢ ሰላምኩም ተረቢሹ,0,1,0,0,0,0
Tigrinya,ህዝቢ ሀ ሰብ ብኣኹም ተረቢሹ ጸረ ሰላም ዝኾንኩም ህዝቢ ተረቢሹ ሰላምኩም,0,1,0,0,0,0
Tigrinya,ህዝቢ ሀ ሰብ ብኣኹም ተረቢሹ ጸረ ሰላም ዝኾንኩም ህዝቢ ተረቢሹ ህዝቢ,0,1,0,0,0,0
Tigrinya,እንደ ቃልስና መፃኢ ትውልዲ ውሕስና ዘለዋ ሓገረ ትግራይ ንምፍጣር እምበይ መራሕትና ዘፍቅርዋ ኢትዮጵያ ንክፍጠር የኮነይ መንእሰይ ትግራይ ሞትና ንሓገረ ትግራይ ኢሉ እዩ ዝተሰውአ በቢ 1@ ዓመት ክንክሓድ ኣይንፍቕደሎም,1,0,0,0,0,0
Tigrinya,ትሪያንግለ ኦፍ ሳድነስ ተዓዊታ ተሰርዟችታል ፓልም ዲ ኦር,0,0,0,1,0,0
Tigrinya,እዋይ ምንድን ነው ያላቹ ኦልገባኣኝም እንታይ ጉድ እዩ እዚ እዋዋይይ,0,0,0,0,0,1
Tigrinya,ምንቃዓት ከም ሓጎስ ኔርና ዋይ መዓልቲ መዓልቲ ደም ህዝብና ከም ውሑጅ ይውሕዝ ኣሎ,0,0,0,0,1,0
Tigrinya,እንደም ናይ ሓሶት ወልፈስፈስ ክሕደት ብጾትካ ምግዳዕ ይከውን እንበር?,1,0,0,0,0,0
Tigrinya,ናይ ትግራይ ህዝቢ ሙስሊም ይኹኑ ክርስቲያን ብጣዕሚ ትድነቁ ሕቡራትን ስሙራትን ብኸምኡ ኢኹ,0,0,0,0,0,0
Tigrinya,ኣነ ንኪሮስ ዐፋፍ ይኩን ካልኦት ከደምቲ ግምት ሂበዮም ኣይፈልጥን እየ። እቲ መልእኽቲ ንነብሰይ ኣይኮነ፡ ነቶም ንኣሽቱ በዚ ብላሽ ዝታለሉ እዪ።,0,1,0,0,0,0
Tigrinya,በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለይ በተለ,0,0,0,0,1,0
Tigrinya,እዛ ግጥሚ ነዚ ዋጣ ስዲ መላሓሱ ድያ ትኸውን ዘላ እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እንደምን እ,0,1,0,0,0,0
Tigrinya,ኣብ ሓደ ኮይናት ቆላ ተንቢን ንብዓል ጌታቸው ረዳ ከሞኦ ውን ኣመራርሓ ልዓልዎት ኣባላት ህውሓት ደብረጽዮን ጸላኢ ኣብ ክባ ምስ የእተውም 480 መናእስይ ትግራይ ኣብቲ ጥምጥም ውግእ,0,0,0,0,0,0
Tigrinya,ትግራዋይ ምካን የሂጉሰኒ ቢማንነትካ ንዚመጸካ ዘየኪእለካ ተባእነት መን ከም ትግራዊይ ተባእነት መን ከም ትግራዊይ ተባእነት መን ከም ትግራዊይ ተባእነት መን ከም ትግራዊይ ተባእነት መን ከም ትግራዊይ ተባእነት መን ከም ትግራዊይ ተባእነት መን ከም ትግራዊይ ተባእነት መን ከም ትግራዊይ ተባእነት መን ከም ትግራዊይ ተባእነት መን ከም ትግራዊይ ተባእነት መን ከም ትግራዊ,0,0,0,1,0,0
Tigrinya,ሞት ኣስመላሽ ወልደስላሴ ብዛዕባ ኵናት ኢዮጵያ እንታይ ይነግር?,0,0,0,0,0,0
Tigrinya,ኩናት ኢትዮጵያ ኣብ ዓመቱ፡ እቲ መከራ ብኸመይ ደው ክብል ይኽእል ብኸመይ ደው ክብል ይኽእል?,0,0,0,0,0,0
Tigrinya,በእኔ በእንተን ሰላምን ፍቕርን በስራም ተግበረሉንና,0,0,0,0,0,0
Tigrinya,ኣብ ተስፋት ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍሪቃ ኣብ ኣፍ,0,1,0,1,0,0
Tigrinya,ቃልስና ሓፂርን መሪርን እዩ ዓወትና ናይ ግድን እዩ ።,0,0,0,0,0,0
Tigrinya,ናይዚኦም ድፍረት ዝገርም እዩ። ዓይኒ ብዓይኒ ስርቂ። ናይ ኣብራሃም ኣፎርቂ ደርፊ።,0,0,0,0,0,1
Tigrinya,ኣነ ገሪሙኒ ዘሎስ እታ ፒኤችዲ ብኸመይ ኢኻ ረኺብካያ፡፡,0,0,0,0,0,1
Tigrinya,ተታሓሒዝና ጥራሕ ኢና ካብዚ መከራ ንወጽእ።,0,0,0,0,0,0
Tigrinya,እንግዲያዊ ብሪሞጎስን ንስዉኣትና ትግራይ ትዕወት። ትግራይ ትዕወት።?,0,0,0,0,0,0
Tigrinya,እታ ሓቂ ምስክር እንታይ እታ ምስክር ሓቂ እንታይ እታ ምስክር ሓቂ እንታይ እታ ምስክር ሓቂ እንታይ እታ ምስክር ሓቂ እንታይ እታ ምስክር ሓቂ እንታይ እታ ምስክር ሓቂ እንታይ እታ ምስክር ሓቂ እንታይ እታ ምስክር ሓቂ እንታይ እታ ምስክር ሓቂ እንታይ እታ ምስክር ሓቂ እንታይ እታ ምስክር ሓቂ እንታይ እታ ምስክር ሓቂ እንታይ እታ ምስክር ሓቂ እንታይ እታ ምስክር ሓቂ እንታይ እታ ምስክር ሓቂ እንታይ እታ ምስክር,1,0,0,0,0,0
Tigrinya,ኣታ ንስኻ ሸረፍካ እንዶ ሓዝ ቅልውላው እንዳ ኣንደደካስ ትዓፍር፡፡,0,1,0,0,0,0
Tigrinya,ተጋሩ ድሕሪ ዓበይቲ ጦርነት ኩሉሻዕ ሽዋ ብፖለቲካ ምስ ሰዓሩና እዮም ምኽንያቱ ድማ ፍርሒን ጉርሒን ስለዘይብልና ብቅልፅምና ኢና ኣብዚ በፂሕና ብዝብል ቀዲምና ሓደ ክያዶ ስለንኸድ,0,1,0,0,0,0
Tigrinya,ኣብ ልዕሊ ጽልኢ አምሐራ አእዱግ እዳተባህለ 4050ዓመት 30 ዓመት ወያኔ ሕጂኸ መንዩ ክመጽእ ካብ ኩሉ እቲ ህዝቢ ኤርትራ ብፋጻ ህግደፍ ጸላኢ ክሰርሕ ፈታዊ ስኢኑ ተባህለዋል,0,1,0,0,0,0
Tigrinya,እንደ ሩሳለም ጽብቕቲ ድሕሪ ነውሕ ግዜ ብምር ኣይኪ ብጣዕሚ ጽቡቕ ኢዩ ብዝኾነ ሰላምን ጥዕናን እምንየልኪ ጥንቕቕ ደኣ በሊ ኣብ ኩሉ ምንቅስቓስኺ ኣምላኽ ሓላዊኺ ይኹን,0,0,1,1,0,0
Tigrinya,እንታይ ብርሃንን እንታይ ዘራኽብ ኣለዎ? እንታይ ጽድቅን ሓጥያትን ከምዘይራኸቡ ኣብ ሞንጎ ሕውሓትን ኤርትራ ዘሎ ርሕቐት ከም ጻድቕን ሓጥእን ዘሎ ርሕቐት እዩ።,0,1,0,0,0,0
Tigrinya,እንታይ ብርሃንን እንታይ ዘራኽብ ኣለዎ? እንታይ ጽድቅን ሓጥያትን ከምዘይራኸቡ ኣብ ሞንጎ ሕውሓትን ኤርትራ ዘሎ ርሕቐት ከም ጻድቕ,0,1,0,0,0,0
Tigrinya,እንደ ህግና ንኽልኢትኡ ሓው ህዝቢ ቃልሲ ነኣዳይ እንዳቕረብኩ ኣብ ጎኒ ውፅዑ ህዝቢ ኣለና።ቀፅልሉ ጥራይ። ዓወት ነቲ ጭቁን ህዝቢ ሞት ነቲ ጨፍላቒ ስርዓት ህግደፍ።,0,1,0,1,0,0
Tigrinya,በተለይ ተሰቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይቃይ,0,0,0,0,0,1
Tigrinya,ክግምት ኣብዚ ምርጫ ዝተሳተፉ ኩሎም ደቂ ምልሻ ስርናይ ኩኾኑ ኣለዎም፡,0,0,0,0,0,0
Tigrinya,ትግራይ: ህዝቢ ካብ ሞትን ንምድሓን እንታይ ይስራሕ ኣሎ?,0,0,0,0,0,0
Tigrinya,ብሓቂ ኣጀክም ኣምላክ ምስቱ ውፅዕ ህቢ ትግራይ ይክን ኣብ ስደት ኳንና ብጭንቀት ክንመውት እልናዋ ኣጀናእስቲ,1,0,0,0,1,0
