language,text,Anger,Disgust,Fear,Joy,Sadness,Surprise
Oromo,galatooma tourkan jedhuu sun diyaspoora wajjiin gaggeessan qeerroon biyyaaf akkasumaas yeroo kammiyyuu goota kiyya kan jedhe dukaa dhabaata tureti galataa dhabee. Hundinuu haa hafu laammiin keenya hongeen dhuma jiru itti mul'achuu dide moo maal? diyaspoora malee kun sabaa miti,1,0,0,0,0,0
Oromo,galatooma tourkan jedhuu sun diyaspoora wajjiin gaggeessan qeerroon biyyaaf akkasumaas yeroo kammiyyuu goota kiyya kan jedhe dukaa dhabaata tureti galataa dhabee. Hundinuu haa hafu laammiin keenya hongeen dhuma jiru itti mul'achuu dide moo maal? diyaspoora malee kun sabaa miti,1,0,0,0,0,0
Oromo,galatooma tourkan jedhuu sun diyaspoora wajjiin gaggeessan qeerroon biyyaaf akkasumaas yeroo kammiyyuu goota kiyya kan jedhe dukaa dhabaata tureti galataa dhabee. Hundinuu haa hafu laammiin keenya hongeen dhuma jiru itti mul'achuu dide moo maal? diyaspoora malee kun sabaa miti,1,0,0,0,0,0
Oromo,Wayyuuu hadhaa guddaa Addde Zinashi Namaa akkamii jalaaanufi kabaaanyudha galatoomaa nuu fiduu keesaaanif,0,0,0,1,0,0
Oromo,Dhugaa du'a injifate. Mucaan suurasaa argitan kun namoota 18ttan warra jaarsotti J/dhuman keessa ture. Yeroo namoota hiriira galchanii harka duubatti hidhanii rasaasan tumanii qilee keessa buusuu eegalan gangalatee hallayyaatti of gate. Kunoo har'a ragaaf ummatasaa bira gahee jira URL,0,0,0,0,1,0
Oromo,Koroonaavaayiras: 'Nu Baraari' - Oromoo Waaqa sirna kadhachuu,0,0,0,0,0,0
Oromo,Amajjii 1 1973 Guyyaa #Elemoo_Qilxuu rasaasa jalqabaa dhukaasee qabsoo Hidhannoo Oromoof xurree dhoose. Baga Guyyaa Waraana Bilisummaa Oromoo kabaja 49'ssoo Geessan. Barri bara milkii fi Injifannoo nuuf haa ta'u. AYYAANA GAARII URL,0,0,0,1,0,0
Oromo,Gamaa Hojjii gaaarii irraa jirta Jabbbaadhuu,0,0,0,1,0,0
Oromo,Maqaa <username> Haacaaluu Hundessaa ajjeesisteef qoofa Waaqayoo guyaakee sitti hadukaneessu akka saba gadisiteet attis gadda kessaa hin bahiin barii haaraan 2021 kuun sodaa kan sitti baay'isuu hata'u. Maqaa warra gadaniif cunqurfamtootaatin.Amen URL,1,0,0,0,1,0
Oromo,Dhiyeenya kana ofii kiyyaafis maatii kiyyaafis sodaa kessaa jira kanafuu worri dhimmi ilaalu fala ittii haa kennu.,0,0,1,0,0,0
Oromo,Warri godina Iluu Abbaa Boor Dorgomaa dhuunfaa kata'e Dr kaamil Shamsuu tiif sagalee keessaan hin qusatiinaa carraa filatamuu siif hawwa ustaaz keenya kabajamaa URL,0,0,0,1,0,0
Oromo,Geessan! Oromootti kabajachuuf haallisaa rakkisaa ta'ullee barri gaddaa fi gadadoo kun ni darba! Oromookoo haa jabaannu!,0,0,0,1,1,0
Oromo,Farsoo mana Buzeee dhugdeeetttaaaree,0,0,0,0,0,0
Oromo,Suutuma suuta adaduma adadaan bubbulleetuma waa argaa dhagayaas jirra. Ajaa'iba ijaaf gurraa!,0,0,0,0,0,1
Oromo,Manni murtii namootni sadii haleellaa Gariisaa raawwachuu mirkaneesse,0,0,0,0,0,0
Oromo,akkkuma gooftaan geenya yesus kiristoos cubbuu hin qabaatiin fannoorratti dhiigasaa lolaasuun jaalala dhala namaatiif qabu agarsiise itiyoophiyaanotnis wal jaalachuu waldanda uufi waliif abboomamuutiin misoomaafi guddinaatti tarkaanfachuu qabna dhaamaniiru,0,0,0,0,0,0
Oromo,bagaa gudani dinaa nafxanyaa jalaa si basee bor aboo mamee,0,0,0,1,0,0
Oromo,Waan jarri hojjetanii fi Shira Guyyaa Guyyaa Xaxaa oolan jala bu'anii Hordofuun gaarii ta'ee osoo jiruu Hojii isaanii tokko lamaan isaaniif beeksisuun garuu Caba Keenyadha!!,1,0,0,0,0,0
Oromo,Suluultaatti amma Naannoo wajjiraa poolis duubatti tiknii Alaamuu jedhamuu xalafaamee jira! Humna risaa Gujeetti galgala kana Seefuu Hayaat kan jedhamu waxalamee jiraa risaan ni kuffisaa WBOn diina buqqisaa! waliin Oromiyaa Walabaa ijaarra!,0,0,0,1,0,0
Oromo,Jabadhu gota kenyaa ija hamtuu sira yaa qabuuu sabona,0,0,0,1,0,0
Oromo,Suurri godina wallagga lixaa Aanaa Hoomaattidha. Taateen kun ajaa'iba ture WBOn tasa qumsuma ergamtuutti marsuun walirra tulee yeroo naannicha to'ate uummanni gammachuun bahee nagaa gaafate!,0,0,0,1,0,1
Oromo,@<username> Nafxanyichi ija ashaboon dhiqatee Irreechi Irree dha jedhe Ani Abbaa Irree dha osoo jedhe isaaf wayya.,0,1,0,0,0,0
Oromo,"Ani Abbaa Irree dha osoo jedhe isaaf wayya, @<username> Nafxanyichi ija ashaboon dhiqatee Irreechi Irree dha jedhe.",0,1,0,0,0,0
Oromo,Oromon kan nutttiii beeeknuuu sefuuu bekkka isiiin oromofa dubataniii ummmataaa kenyaaan daldaluuu barbadaaan yo illleee hatau biyyyeee jequuundhan kayyyooo sherorkeeesumaaa kesssan hin milkauuu juwwwaaar yo diqateee wagaaa gutuuu isaaa mana hidhaaa kesaaa dabarsaaa juntaaan immmooo kanaaan bodaaa suraaa qofa tae d,1,1,0,0,0,0
Oromo,.harka irraa ofi buqisuu yoo jette arraba sii waraantti kunoo Nafixaanyaan qoree gamoojii nutti taatee ofi irraa buqisuun rakkoo dha. Oromon haa bilisommu Qabson itti fufa Nafixaanyaan hin kufa. miidhan keessa gayyoo namaa keessa Opdo haa badu,0,1,0,0,0,0
Oromo,Masha alllha Saba kooo ilmaan oromiyaa jiradha falmadha lmumaa adaan oromiyaa adaa kabajamadha Saba kooo baye gamadee,0,0,0,1,0,0
Oromo,Ummani keenya rakkoo beelaa hamaa keessa jira jakka jirruu waan dandeene gochuudhaan uummata keenya cinaa haa dhabbannuu #galatoomaa URL,0,0,0,0,1,0
Oromo,Oromoon qe'ee fi lafa isaa irratti OPDO fi Amaaraan (Faannoo shororkeessaan) ajjeefamaa jira.,1,0,0,0,1,0
Oromo,"OPDO fi Amaaraan (Faannoo shororkeessaan) ajjeefamaa jira, Oromoon qe'ee fi lafa isaa irratti.",1,0,0,0,1,0
Oromo,Oromoon qe'ee fi lafa isaa irratti OPDO fi Amaaraan (Faannoo shororkeessaan) ajjeefamaa jira.,1,0,0,0,1,0
Oromo,"OPDO fi Amaaraan (Faannoo shororkeessaan) ajjeefamaa jira, Oromoon qe'ee fi lafa isaa irratti.",1,0,0,0,1,0
Oromo,Oromoon qe'ee fi lafa isaa irratti OPDO fi Amaaraan (Faannoo shororkeessaan) ajjeefamaa jira.,1,0,0,0,1,0
Oromo,Diinnii diina kiyyaa fira kiyya. Oromoo hin gowwoommannu bineensa hamaa amma ummata keenna nyaataa jiru. Kan worraa sabaa fi sabi-lammii itti haa kaafnuu. Miidiyaa Oromoo irrati affeeruun.,0,1,0,0,0,0
Oromo,Mootummaan Itiyoophiyaa Torbaan Projektii kee eebbisu labsee jira. kana Bu'a jijjiirama keessatti dhufeedha jalqabamee xumuruun badhaadhina waloo biyyaatif deemsi eegalame itti fufa wanti nudhaabu hin jiru. kana immoo baandaan keessaa fi alaa beekuun abdii kutachu qabu,0,0,0,1,0,0
Oromo,Kanaa @<username>! Waggaa maalii kabajjaa? Arabsamaa utuma jala gugguuftuu tuffatamaa baate? Sabi kee ajjeefamaa dhiitamaa beekaan kee hidhamaa ba’e! Utuu beettee teessee boossa abbaa garaa taate malee! #OromoProtests #AbiyMustGo,0,1,0,0,0,0
Oromo,Kanaa @<username>! Waggaa maalii kabajjaa? Arabsamaa utuma jala gugguuftuu tuffatamaa baate? Sabi kee ajjeefamaa dhiitamaa beekaan kee hidhamaa ba’e! Utuu beettee teessee boossa abbaa garaa taate malee! #OromoProtests #AbiyMustGo,0,1,0,0,0,0
Oromo,Kanaa @<username>! Waggaa maalii kabajjaa? Arabsamaa utuma jala gugguuftuu tuffatamaa baate? Sabi kee ajjeefamaa dhiitamaa beekaan kee hidhamaa ba’e! Utuu beettee teessee boossa abbaa garaa taate malee! #OromoProtests #AbiyMustGo,0,1,0,0,0,0
Oromo,Kanaa @<username>! Waggaa maalii kabajjaa? Arabsamaa utuma jala gugguuftuu tuffatamaa baate? Sabi kee ajjeefamaa dhiitamaa beekaan kee hidhamaa ba’e! Utuu beettee teessee boossa abbaa garaa taate malee! #OromoProtests #AbiyMustGo,0,1,0,0,0,0
Oromo,Kanaa @<username>! Waggaa maalii kabajjaa? Arabsamaa utuma jala gugguuftuu tuffatamaa baate? Sabi kee ajjeefamaa dhiitamaa beekaan kee hidhamaa ba’e! Utuu beettee teessee boossa abbaa garaa taate malee! #OromoProtests #AbiyMustGo,0,1,0,0,0,0
Oromo,Oromoonis waraana isaa WBO kanaaf kabaja fi kunuinsa malu gochuufi qabaata. Yoo xinnaate diinarraa Da'oo ta'uu gufuu itti ta'uu dhiisuu galaa fi rasaasa isaa itti guutuu fi kennuu bobbaa WBOf haala mijeessuu diinagdee fi humnaan WBO tinnisuudha.,1,0,0,0,0,0
Oromo,Hogganootaa fi qeerroo/qarree Oromoo mana hidhaatti galchitee dukkanaa fi qorra keessatti hiitee midiyaa Oromoo cuftee Oromummaa irratti saalfii tuffii guddaadhaa fi saalfii tokko malee Nafxanyoota waliin duultee Itophiyaa ijaartaa kee ni ilaalla!,1,1,0,0,0,0
Oromo,Subscrbe naf godhiii galatooomiii gottta kooo qalii,0,0,0,1,0,0
Oromo,Abte Wonti hojjjecha jirtu waaan gaaarii jabaaadhu,0,0,0,1,0,0
Oromo,Sagalee kilooolee yeeedallloo bareedaa qindoominni meeshaa muuziqaa hundisaanii gurraaf akka tolti waaan nuuf qophiesssiteeef galanni siif mala ati yoomuu gootagooota ija barbadaa,0,0,0,1,0,0
Oromo,finfinnee faanaa broodkaastingi korporeet ayyaana irreechaa hora finfinneetti kabajamuuf kutaalee biyyattii addunyaa adda addaa oromoonni keessumoonni biroon finfinnee seenaa jiru,0,0,0,0,0,0
Oromo,Computer science baradhe jira kabajamooo coc dhiyeeefffadha hundaaa Ragaaa original wajjjiiin,0,0,0,0,0,0
Oromo,qabsaa'aa durumaayyuu gantuu hin turre,0,1,0,0,0,0
Oromo,qabsaa'aa durumaayyuu gantuu turree hin,0,1,0,0,0,0
Oromo,Waaan garii walif dhamuuu amalaa nuuf Yaa godhuu Waqayyoon nutti walif dawaaadhaa,0,0,0,0,0,0
Oromo,Akkkanajanaaa sodaaanqabaaamiiit kaleeeraa waaabaraanee boruuuf galaaagodhanee araaaf kaaameeeraa qulquuuluu qabanee hiiiraaaguudaa yaaadakeenya maaaltuu umataaakenya caaalaaayaduu deeemuuuqabnaa,0,0,0,0,0,0
Oromo,Maal jechaa jirtaa? Ilma haadharaaw tortoraa! @<username> Amma ati hayyuudhaa? Doofaadha malee diqaalaa.,1,1,0,0,0,0
Oromo,Jechaa jirtaa? Ilma haadharaaw tortoraa! @<username> Amma ati hayyuudhaa? Doofaadha malee diqaalaa.,1,1,0,0,0,0
Oromo,Jechaa jirtaa? Ilma haadharaaw tortoraa! @<username> Amma ati hayyuudhaa? Doofaadha malee diqaalaa.,1,1,0,0,0,0
Oromo,Jechaa jirtaa? Ilma haadharaaw tortoraa! @<username> Amma ati hayyuudhaa? Doofaadha malee diqaalaa.,1,1,0,0,0,0
Oromo,Jechaa jirtaa? Ilma haadharaaw tortoraa! @<username> Amma ati hayyuudhaa? Doofaadha malee diqaalaa.,1,1,0,0,0,0
Oromo,WBO keessa nama Abbaa Cabsaa sadan tokko itti makannee gaarii tureemti.,0,0,0,0,0,0
Oromo,Anaaf Oromiyaan Biyya. Diina ykn Murna hedduutu akka Oromiyaan bittinnooftu barbaada. Oromiyaa diiguu irrattis walii galaniiru. Akkaataa itti diiganirratti mari'achaa jiru. Kana Oromoo taanee teenyee ilaalla taanaan cubbuu dha. - Artist Taaddalaa Gammachuu!,0,0,0,0,0,0
Oromo,Guyyaa 25/10/2021 Konya shawaa kaabaaOna salaaleettiAraddaa warra jaarsoottiLeenchichi diina saba oromoo kan taatee waraana weerartuu sirna dulloomaa utubuuf baatee daaraa godhee jira.Ammas marroo lammaffaaf waa jira waaqni haqaa si waliin haa ta'u.Abba haqaa.#Oromo_is_OLA,0,0,0,1,0,0
Oromo,Maalgaadhaa OROMO dura warri nyaatamu isaanuma diina jala kurkuraa jiru kana!! Oromo sabas gurguruutti jiruu!!,1,0,0,0,0,0
Oromo,Oromo dura warri nyaatamu isaanuma diina jala kurkuraa jiru kana!! Oromo sabas gurguruutti jiruu!!,1,0,0,0,0,0
Oromo,Wayyyooo garakooo kolfaa'aa mucuruq,0,0,0,1,0,0
Oromo,Galoo keenya harra Haceen si keessatti argeeddo buu Hacee keenya sitti obsina jabaaadhuwaaqayyoo hamaa irraa si haadhaa eegu walalooof yeedaloo adddaaati,0,0,0,1,0,0
Oromo,shamarran dhiirri harma guddaa heddu jaalatu,0,0,0,0,0,0
Oromo,jaalatu dhiirri shamarran harma guddaa heddu,0,0,0,0,0,0
Oromo,shamarran dhiirri jaalatu harma guddaa heddu,0,0,0,0,0,0
Oromo,jaalatu shamarran dhiirri harma guddaa heddu,0,0,0,0,0,0
Oromo,shamarran jaalatu dhiirri harma guddaa heddu,0,0,0,0,0,0
Oromo,Mucaaa kun esssaaa jiraaa saaaree maratee kun akkka sin nyaaanee qommmoko,0,1,0,0,0,0
Oromo,Kaayyoon keenya mirga saba #Oromoo osoo hin sharafin saba bilisa Oromiyaa walaba mootummaa birmaduu ijaarrachuu dha. WBO jabeessinu malee mirgi keenya kun hin kabajamu. WBO jabeessaa. Dantaa alagaa guutuuf jecha mirga Oromoo hin sharafnu. #OromoVoice #InvestigateAbiy,0,0,0,1,0,0
Oromo,NaaannnooonAmaaaraaaoromoookibbbaaafibahaaaoromiyaaaqarshiiimeeeqagargaaareummmataaafifahaaatau,0,0,0,0,0,0
Oromo,Gurbaa waaayyee wadddeesssaa esssatti beeekta Garuuu koomti koo seeenii ilaalii waaayyee OPDO yaaadan qabu Atii Abiyyyiiif jecha shanani gibee xuqxa taanaan Garuuu gaarii hin ta Abiyyyii diiina oromoootii nan beeeka Garuuu oromoon shan gibee oromooodha Yoo dhimmma Abiyyyii qofaaf shanani gibee,1,0,0,0,0,0
Oromo,Addunyaa gubbaarra jirtan baga nagayaan naaf jiraattan ramadaana kana keessa nama kheerii baayyee hojjatu rabbiin nuhaa taasisu sodaa rabbi nuuf haa keennu Aamiin Aamiin jedhaa follow godhaa Galatoomaa,0,0,0,0,0,0
Oromo,Namni dhiphisee yaadu carraa isaaf keessatti rakkoo isa mudachuu danda'u arga namni ilaalcha gaarii qabu garuu mudannoo booda isatti dhufu hunduma keessa iyyuu carraa jiru ilaala.,0,0,0,0,0,0
Oromo,Sobduuu sobaaan budddeeen garaa jira,0,1,0,0,0,0
Oromo,OMN ahmid jabel baga didee lenca keenyaa Ammaa waaan gara gote galatomii,0,0,0,1,0,0
Oromo,Ahmid jabel baga didee lenca keenyaa Ammaa waaan gara gote galatomii,0,0,0,1,0,0
Oromo,itiiiqayee nafii jiradhuu,0,0,0,1,0,0
Oromo,"Jabaaadha carrraaa gaaariii bro kooo, baaay eee hojjjiii bareeedadhaaa.",0,0,0,1,0,0
Oromo,Gammmadaaa show Dr Nahom nama jabaaa fi fakkkeeenya gaaariii tahe dhiheeesssuuu keeef galatooomi Jabaaadhu sagantaaan keee heddduuu jaaalatamaaa akkka tahuuuf akkkasumaaan ittti fufi,0,0,0,1,0,0
Oromo,shamarran agawu akkkuma dhiirotaa fardeensaanii miidhagsanii uffata aadaa jaanoon faayamanii yaadannoo goototasaanii darbaniif dorgommii gombisa fardaa taasisu,0,0,0,0,0,0
Oromo,waliin galabbaxxami ilma fincaan nafxanyaan dhalate,0,1,0,0,0,0
Oromo,DR Koongoo: Weerara gifiraa addunyaatti isa hamaa jedhameen namoonni 5 000 du'an URL URL,0,0,0,0,0,0
Oromo,Jabadhuuu lencaaa Kenya umuriii nuuuf dheradhuuu hamaaan siii hin argiiin qorichaaa dinaaa,0,0,0,1,0,0
Oromo,Gaarii taatee Uummmannni keeenya ashaaangullliiitiii ekeraa Minilikiiin hingowwwooomu OPDOn madaa uuummmata keeenyaaa osoo xuxxxuquuu dhiiifteee gaaarii Uummmannni keeenya dammmaqinaan hordofuuu qabaa,1,0,0,0,0,0
Oromo,shira harcaatuun nafxanyaan xaxxe biyya dirree jeequmsaa taassisuuf wixxifataa jirtu kanas dhabamsiisnee biyya olaantummaan seeraa guutumaa guutuutti mirkanaa'e ijaarra,1,1,0,0,0,0
Oromo,Ergaa Baga Geessani Bulchaa Bulchiinsaa Godina Shawaa Bahaa Obbo Abbaabbuu Waaqoo Ayyaana Irreechaa Bara 2014 kan gammachuu jaalalaa Tokkummaa Guddinaa Kan waan karoorfattan hundaa irraa milkooftanii fi kan Badhaadhina akka isiniiff ta'un hawwa!!,0,0,0,1,0,0
Oromo,Gaafa rakkoo kan sicinaa dhaabbate hin irraanfattu Ethiopia kheeysatti sagaleen islaama laayyoo miti humna Qabdi. paartile siyaasaa biyyatti fi namootni bebekamoon tokko tokko cal jechuun isaani jibba ykn tuffii islaamaf Qaban agarsiisa.,1,0,0,0,0,0
Oromo,"Anii Kaaan, Jeeedhuu Jewar Gara Omn Dhuuufee Saaagalee Umaaata Tauu Qabaa Isaa Maaalee Kaaan Umaanii Dhagaa Hin Jiiiruu As Keeesssaa Taa eee Dubaaachuu Akkka Hin Dandaaamne Beeekuuu Qabaa Yoonii Caaalisee Immmooo Jaaarii Nuu Saaama Jiiirti",1,0,0,0,0,0
Oromo,Duula Maqaa Riphee loltoota balleessuuttiin#GodinaShawaaBahaa #AanaaFantaallee #GandaGaaraDiimaatti bobba’een Maanguddoo dhukkubsataa sireerra ciisu dabalatee#NamniSadiDu_uu #HedduunMadaa_uufi akkasumas #HedduunImmooDhabamsiifamuu maddeen @<username>,0,0,0,0,1,0
Oromo,Hordoftootni Amantaa Kiristaanaa hundi baga Ayyaana Du’aa Ka’uu Gooftaa Keenya Iyyesuus Kiristoosiin nagaan isin gahe! Ayyaana Gaarii!,0,0,0,1,0,0
Oromo,Lubbuun gaafa dhalatte duute du'a sodaa haqarraa hin dabin. Haji Aadam Saaddoo! @<username> @<username>,0,0,0,0,0,0
Oromo,Kan seexanni Itiyoophiyimmaa keessatti galee keessaa bahuu dide shirri Abiy Ahmed xaxaa ooluu yeroo dhiyootti tasa itti mul’achuu hin danda’u. Garuu hundi ishii akka gaabitu shakkiin hin jiru. Yeroo gabaabduu keessatti seexanichi ni manca’a ummanni ni bilisooma,0,1,0,0,0,0
Oromo,Biyya keessa jirtanis sababa dhuunfaa keessanitif lubbuu namoota qulquluu hin miidhinaa biyya teennas haa deggarruu,0,0,0,0,1,0
Oromo,MDhO:Hagayyaa 24/2021 Weerara Lafaa fi lola Oromoo Karrayyuurratti labsame URL via @<username>,0,0,0,0,0,0
Oromo,Amaaalee dhiiibee hidaabuqaaftuuu tanjiiirmaatuuu nuu afataa duraaanuuu mixiiiraa baheeetuuu gaaatiiigudaa nukafalchiiisee hubachuuun fedhiiin ilmaanamaa hinguutamtuu jarjaaruuun hinfeesiiisuuun dhamaa,1,0,0,0,0,0
Oromo,Miisirroon ciddhaasaaarraatti miisirriitti dabalatee namoota afur ajjeesuun booda ofis ajjeesee,0,0,0,0,1,0
Oromo,Miisirroon ciddhaasaaarraatti miisirriitti dabalatee namoota afur ajjeesuun booda ofis ajjeesuu,0,0,0,0,1,0
Oromo,Leeenca dha ati nuuuf Gudddaaa si jaaalllata si kabajas Oromooonkeee Haaala gaaariiif simbooo keeetu Oromummmaaa ibsaaam,0,0,0,1,0,0
Oromo,Horiiiwaaan waliiiti dutuuu erbeee hadhaaa keesani,0,1,0,0,0,0
Oromo,Horiiiwaaan waliiiti dutuuu erbeee hadhaa keesani,0,1,0,0,0,0
Oromo,Horiiiwaaan waliiiti dutuuu erbeee hadha keesani,0,1,0,0,0,0
Oromo,Ibsa Waajjira Kongireesii Federaalawaa Oromoo (KFO) Irraa KennameYeroo ammaa kana rakkoo hedduun Itoophiyaa keessa akka jiru nibeekama. Kanneen keessaa ONGEE/BONA HAMAA naannoo Oromiyaa godina Booranaa keessatti beeylada fixee lubbuu namaatti darbaa jirudha. @<username> URL,0,0,0,0,0,0
Oromo,Ibsa Waajjira Kongireesii Federaalawaa Oromoo (KFO) Irraa KennameYeroo ammaa kana rakkoo hedduun Itoophiyaa keessa akka jiru nibeekama. Kanneen keessaa ONGEE/BONA HAMAA naannoo Oromiyaa godina Booranaa keessatti beeylada fixee lubbuu namaatti darbaa jirudha. @<username> URL,0,0,0,0,0,0
Oromo,Ibsa Waajjira Kongireesii Federaalawaa Oromoo (KFO) Irraa KennameYeroo ammaa kana rakkoo hedduun Itoophiyaa keessa akka jiru nibeekama. Kanneen keessaa ONGEE/BONA HAMAA naannoo Oromiyaa godina Booranaa keessatti beeylada fixee lubbuu namaatti darbaa jirudha. @<username> URL,0,0,0,0,0,0
Oromo,Ibsa Waajjira Kongireesii Federaalawaa Oromoo (KFO) Irraa KennameYeroo ammaa kana rakkoo hedduun Itoophiyaa keessa akka jiru nibeekama. Kanneen keessaa ONGEE/BONA HAMAA naannoo Oromiyaa godina Booranaa keessatti beeylada fixee lubbuu namaatti darbaa jirudha. @<username> URL,0,0,0,0,0,0
Oromo,Ati goootaaa lubbbuuu hin sodaaan,0,0,0,1,0,0
Oromo,finfinnee oromiyaa keessaa dhiigni jaal daawud nafxanyaa haxaayee akkan balleessu badhaadhinni beeku qabda,0,1,0,0,0,0
Oromo,Maaarrreee rakkkooo maaaliii qaba reee tigireeen yooo seeexana itttiiin jedhe Daniel dhugaaadha hoooti  Isaaan mitiii kan Ethiopia jigsuuuf yooo tahe hanga siol ni deeemna jedhan badaaa harka hin rukutinaaafiii tigireeedhaaaf isaaan mil 5 duwwwaaa akkka tahan hin irrraaanfatin dhihooottti   haxaaamani booollla,0,1,0,0,0,0
Oromo,Ummata miidhame rakkoo isaa furuun qaroominaa fi boqonnaa sammuuti.,0,0,0,1,0,0
Oromo,Miidhame rakkoo isaa furuun qaroominaa fi boqonnaa sammuuti.,0,0,0,1,0,0
Oromo,Bayyee Gaaarii dhaabataa shubbbisan sana osoo fayyadamuuu baaatte akkka kootti more gaaarii ture jedhee yaaada Sababni isaa waaee jaaalallee isa gatttee deeme yaaadaan nu dawwachisa weellleen kun jechuun koo   fakkiiin sirbichi sammuu keenya kessatti uummu shubbbisa waan gaaafat,0,0,0,1,0,0
Oromo,"Taankiin na bira jira. Baayyeen soddaadhe, dhuftee na fudhattaa?",0,0,0,0,1,0
Oromo,Daa'ima ganna 6 waraana Gaazaa keessatti danqamte,0,0,0,0,1,0
Oromo,Gamtan akkkamumaaa diiigamuuu jaaalala hirkooo barbadaa,0,0,0,0,0,0
Oromo,Maalumti ashaboo fayyadamuun fakkii kan kaastu Galiilaa Raddaa,0,0,0,0,0,0
